Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0,0.632574465,0.691016136,0.696825312,0.625643206,0.625643206,0.99923034,0.797674441,0.809575833,0.303475703,0.781852782,0.000252434,0.000235323,0.473036243,0,0.029355198,0.202983439,0.202983439,0.202983439,0.273990735,0.331576714,0.046387465,0.15348913,0.219627928,0.022166044,0.848114553,0.689653574,0.689653574,0.217622872,8740000000,0.000554287,0.265187154,0.391099437,0.021376532,0.016109432,0.630614307,0.002778614,0.06877891,0.93122109,0.021174957,0.369637181,0.005365848,0.15348413,0.218173592,0.401823095,0.212893553,0.001122011,0.005638361,8790000000,0.007996181,0.040483871,0.029737232,0.418658556,0.000516514,0.909014381,0.661643974,0.805834509,0.313064904,0.016927151,0.023174668,0.071363274,0.374214641,0.277123684,0.011834937,0.95881662,0.740470864,0.328636962,0,0.964147373,0.002468334,0.059847054,0.000164376,0.000138465,0.594002342,0.000179357,0.671608238,0.013228453,0.95881662,0.328636962,0.110933234,0.724091131,0.488375123,0.64177898,0.324458422,0.013711758,0,0.879476088,0.00085453,0.62400761,0.625642305,0.845098494,0.276793996,0.026791758,0.565161263,1,0.05605118
0,0.54170526,0.572721326,0.598318968,0.61373038,0.61373038,0.999151075,0.797604995,0.80950136,0.303519934,0.781773624,0.000140498,4480000000,0.468283804,0.000217022,0.082093329,0.180312671,0.180312671,0.180312671,0.227947433,0.327120323,0.014519715,0.10805309,0.182119455,0.022175383,0.84813861,0.689725217,0.689725217,0.217637648,7880000000,0.000476878,0.264431856,0.384654074,0.009119472,0.00746737,0.630908823,0.005825331,0.115095081,0.884904919,0.005105711,0.375960392,0.005365848,0.107414464,0.180114622,0.396701334,0.071964018,0.000878537,0.007201868,19100000,6730000000,0.021451613,0.003798305,0.394337532,0.007360279,0.791843284,0.459611075,0.440319375,0.242378018,0.009257365,0.014169885,0.090488159,0.356062176,0.27697486,0,0.739948265,0.734711443,0.330089651,0.007282947,0.938805784,0.00253471,0.011931964,0.000265017,0.000283579,0.593979518,0.000393765,0.67161594,0.519990107,0.739948265,0.330089651,0.115902163,0.677684173,0.466907309,0.622461177,0.319875122,0.031942571,0,0.817242456,0.000701983,0.623282332,0.613725869,0.841656482,0.279004104,0.026881068,0.565553496,1,0.03262526
1,0.345780724,0.393153075,0.386583864,0.586618429,0.586618429,0.998704831,0.795845304,0.807862436,0.301379206,0.780007023,0.000152178,0,0.458101205,0.000633063,0,0.150014749,0.150014749,0.150014749,0.167155148,0.312619368,0.006821241,0.087045029,0.132258793,0.02197067,0.847985961,0.682693755,0.682693755,0.217119044,6010000000,0.000344395,0.261875345,0.368177415,0.003578772,0.001207755,0.63031705,0.018997073,0.200320464,0.799679536,0.004970979,0.38266049,0.005365848,0.087058479,0.131234447,0.402215634,0.035982009,0.001016506,0.006218165,3650000000,5220000000,0.018225806,0.00709722,0.385880012,0.020001561,0.709533951,0.085591431,0.238978369,0.012692684,0.001240466,0.000555931,0.120940707,0.334931021,0.276448451,0.006392396,0.572843315,0.726724485,0.335983878,0.006847355,0.902171489,0.001926312,0.049610279,0.000261029,949000000,0.593799247,3700000000,0.671569755,0.422192128,0.572843315,0.335983878,0.115746463,0.641799381,0.459129599,0.527786874,0.314242963,0.077961971,0,0.707755813,0.00207422,0.619738606,0.58661661,0.82750103,0.288556425,0.026705576,0.564714369,1,0.017208406
0,0.51772047,0.577409507,0.573157021,0.627077358,0.627077358,0.999222829,0.797553255,0.809462301,0.303279685,0.781731659,0.000282963,0.000270977,0.481437307,0,0.047474441,0.279128566,0.279128566,0.279128566,0.253569065,0.350003537,0.052497845,0.159351844,0.195978007,0.022133237,0.848070426,0.689323948,0.689323948,0.217585102,578000000,0.000395627,0.263695208,0.394545658,0.01544457,0.013184244,0.630612252,0.002357308,0.060495208,0.939504792,0.006659572,0.369637181,0.005365848,0.15933037,0.201749491,0.396537888,0.107946027,0.001692147,0.003736706,0.000111396,0.000525766,0.022580645,0.03169073,0.419619638,0.008157921,0.837748324,0.469650579,0.520834179,0.279572303,0.013467152,0.023149433,0.063747436,0.398896378,0.277086309,0.005457901,0.966972368,0.736458894,0.328297199,0,0.954219036,0.002323087,0.052396176,0.000181768,0.000168743,0.593996184,0.000270538,0.671526911,0.116070615,0.966972368,0.328297199,0.110933234,0.582249703,0.434734505,0.68336684,0.307429064,0.018990757,0,0.824520728,0.019467397,0.623980625,0.627075111,0.841710023,0.276488867,0.026791157,0.565158396,1,0.063785711
0,0.364354312,0.403129089,0.387172761,0.610047709,0.610033295,0.998895137,0.79697513,0.808868601,0.302955083,0.781058114,0.000337312,0.000261809,0.45600765,0.00029603,0,0.157431208,0.157431208,0.157431208,0.175664177,0.31353894,0.017181663,0.089976386,0.144836936,0.022034088,0.847047092,0.688468059,0.688467539,0.217473031,3770000000,0.000362912,0.262803926,0.365681234,0.015100109,0.010800549,0.630564992,0.006316855,0.120869486,0.879130514,0.006421975,0.371952188,0.005365848,0.090014168,0.144204811,0.397885649,0.104947526,0.003010966,0.002099762,6320000000,0.000595364,0.028225806,0.031097337,0.385156374,0.00680858,0.859928249,0.531156825,0.664835733,0.307077564,0.011661659,0.01953969,0.083098357,0.330117584,0.277170373,0.009227293,0.646505162,0.739559077,0.329888121,0.004778338,0.898096322,0.002068613,0.099637035,0.000199274,0.000162646,0.594002139,0.000254222,0.671540175,0.115388001,0.646505162,0.329888121,0.115988978,0.592731436,0.448757676,0.523090333,0.306648641,0.019422866,0,0.701846531,0.015552177,0.623890793,0.610046799,0.832665867,0.279360355,0.026774605,0.565078216,1,0.030920279
1,0.399844001,0.451264719,0.457733283,0.583541129,0.583541129,0.998699747,0.796966968,0.808965598,0.303349536,0.781240991,0.000107889,0,0.465705443,0.000449045,0,0.154186507,0.154186507,0.154186507,0.193722227,0.321673622,0.014368468,0.077762397,0.148602847,0.022046067,0.848005477,0.689109536,0.689109536,0.217568188,4880000000,0.000382426,0.263371176,0.384076599,0.004194059,0.002896491,0.630228353,0.009572402,0.151464764,0.848535236,0.005046924,0.379742688,0.005365848,0.077727295,0.147560516,0.397924501,0.089955022,0.001966056,0.003214967,7130000000,9150000000,0.028064516,0.015463478,0.378496642,0.02131999,0.72575418,0.161574532,0.225814869,0.018850625,0.002961238,0.001010646,0.09871463,0.348716439,0.276580304,0.003540148,0.615848369,0.729824909,0.331508979,0.0221652,0.906902159,0.001831359,0.02416107,8140000000,6050000000,0.593888793,2030000000,0.67151917,0.559143963,0.615848369,0.331508979,0.120760455,0.579039312,0.448517912,0.604105056,0.302382255,0.067249617,0,0.739554525,0.003252475,0.622928709,0.583537612,0.834697107,0.281721193,0.026696634,0.56466342,1,0.023982332
1,0.465022181,0.538432185,0.522297768,0.598783494,0.598783494,0.998973132,0.797366081,0.80930372,0.303474978,0.781550045,7890000000,0,0.462746282,0.000686069,0,0.167502423,0.167502423,0.167502423,0.212536636,0.319162481,0.029689792,0.096897647,0.168411539,0.02209591,0.848258202,0.689696883,0.689696883,0.217625639,5510000000,0.000438948,0.265218236,0.379689654,0.006022446,0.003727447,0.636054986,0.0051496,0.106509055,0.893490945,0.005303319,0.375025443,0.006623525,0.09692706,0.167460976,0.400078776,0.175412294,0.001448673,0.004366891,0.000163367,0.000293521,0.04016129,0.058111423,0.394371452,0.023988212,0.751822452,0.260329881,0.35838016,0.014160974,0.004274771,0.000680464,0.110194846,0.344638754,0.287912653,0.00486857,0.975006616,0.731999641,0.330726319,0,0.913850197,0.00222393,0.026385246,6680000000,5050000000,0.593915261,824000000,0.671563053,0.309554917,0.975006616,0.330726319,0.110933234,0.622374075,0.454410932,0.578468903,0.311567161,0.047725372,0,0.795015873,0.003877563,0.623520698,0.59878151,0.839972746,0.27851379,0.024751848,0.575616645,1,0.035490201
1,0.388680349,0.415176625,0.419133787,0.590171378,0.590250652,0.998758098,0.796903193,0.808770562,0.303115813,0.781069061,0.00015715,0,0.465861453,0.000716072,0,0.155577093,0.155577093,0.155577093,0.174435095,0.325387282,0.01810427,0.078088104,0.138811478,0.021564943,0.847982832,0.68910515,0.689177544,0.217566423,608000000,0.000351782,0.263249955,0.388025781,0.002740085,0.000854661,0.630183833,0.014213152,0.180427487,0.819572513,0.004913193,0.381448187,0.005749123,0.078101845,0.137825202,0.400419065,0.095952024,0.001527802,0.004137189,650000000,9300000000,0.029677419,0.021300471,0.377569481,0.03282877,0.686728646,0.080263715,0.214535988,0.002645226,0.000988425,0.000100856,0.139002106,0.350563147,0.276678474,0.004879131,0.733351869,0.725201639,0.335534372,0.003772505,0.903041267,0.001865609,0.040093622,8010000000,2810000000,0.593845782,295000000,0.671567593,0.60319348,0.733351869,0.335534372,0.112917172,0.637469772,0.458499293,0.622190123,0.313268472,0.099521933,0,0.710420495,0.005277875,0.622604643,0.590172327,0.829938957,0.2850871,0.026675366,0.564538339,1,0.019534478
0,0.548091454,0.585259485,0.595535093,0.629477219,0.629477219,0.999243512,0.797746794,0.809582863,0.303574558,0.781887589,0.000300886,1000000000,0.478144318,0.000168017,0.202550865,0.198685264,0.198685264,0.198685264,0.237685544,0.333804909,0.016168308,0.116521456,0.190931686,0.022096352,0.84804251,0.689272646,0.689272646,0.217576395,6720000000,0.000433383,0.263241408,0.387159569,0.006154115,0.006247762,0.630665333,0.002979236,0.072557971,0.927442029,0.005318252,0.371157033,0.005365848,0.115410295,0.189239122,0.394391652,0.070464768,0.002390107,0.002647118,0.001500879,0.000102127,0.018548387,0.006900401,0.398441917,0.008882077,0.752381055,0.207750228,0.20139531,0.043274172,0.006219387,0.003721234,0.061365653,0.38017405,0.277143392,0.000189093,0.782063738,0.732016985,0.328328075,0,0.952756274,0.002437204,0.025619594,0.000111753,0.000121624,0.593917433,6830000000,0.671576418,0.355446628,0.782063738,0.328328075,0.110933234,0.646304314,0.460425519,0.660166284,0.314984449,0.046747946,0,0.827036889,0.011324701,0.623750447,0.62947715,0.841954339,0.276939637,0.026804389,0.565220711,1,0.053096276
0,0.656608005,0.694341474,0.688473687,0.647364476,0.647364476,0.999541624,0.798090846,0.809843909,0.30355208,0.782143029,0.000289438,0.000273524,0.504756633,0.000491049,0.199514121,0.21200118,0.21200118,0.21200118,0.276070719,0.342682323,0.023912156,0.15992183,0.231528207,0.022202422,0.848182678,0.689771672,0.689771672,0.217636318,7740000000,0.000499462,0.265376755,0.393400022,0.036768684,0.033031727,0.630614307,0.001125307,0.032288297,0.967711703,0.005954624,0.369637181,0.005365848,0.159908479,0.230201342,0.39614133,0.109445277,0.001203169,0.005254956,8520000000,0.00025267,0.022419355,0.023973679,0.438343773,0.011984028,0.909487536,0.67036408,0.691110797,0.422694716,0.034307345,0.062296248,0.03560636,0.465765607,0.277017041,0.006698232,0.960219078,0.739317153,0.327234258,0,0.964277402,0.002688103,0.03326163,0.000272971,0.000270787,0.594079143,0.000452521,0.671604736,0.203731798,0.960219078,0.327234258,0.110933234,0.68213011,0.487298397,0.708926846,0.318687815,0.007892709,0,0.885172485,0.001132305,0.624299245,0.647360008,0.84470122,0.275595373,0.02679164,0.565160697,1,0.116132927
0,0.62852825,0.645442652,0.694255581,0.617838251,0.617838251,0.999332484,0.797825648,0.809715795,0.303526218,0.782008151,2500000000,713000000,0.482512602,0.000245025,0.025306205,0.231806498,0.231806498,0.231806498,0.297816016,0.36687416,0.042167672,0.168227343,0.237779619,0.022152548,0.84808459,0.689509045,0.689509045,0.217606346,0.000102239,0.000530555,0.264898089,0.397554115,0.004730094,0.004311361,0.630756428,0.009002453,0.146899658,0.853100342,0.00500941,0.377822462,0.005365848,0.168246291,0.236686524,0.397560097,0.098950525,0.001158532,0.005458186,0.000317946,6580000000,0.029354839,0.015689673,0.411376948,0.036007877,0.738816242,0.15194274,0.170243626,0.032259742,0.004167872,0.00254216,0.067007607,0.368299191,0.2766839,0.001808068,0.426722894,0.730957937,0.329689701,0.051061141,0.955166162,0.004701273,0.003827659,7450000000,7100000000,0.593899731,4230000000,0.671578773,0.763506611,0.426722894,0.329689701,0.127647808,0.649317508,0.460382454,0.696094564,0.31574766,0.06006225,0,0.851408725,0.020226252,0.623813039,0.617835868,0.845136431,0.281308177,0.02681843,0.56528517,1,0.024839334
1,0.454346024,0.513791976,0.506022806,0.597522305,0.597522305,0.998899413,0.797237424,0.809063636,0.303404643,0.78142429,0.000132519,815000000,0.462026622,0.00069507,0,0.177657916,0.177657916,0.177657916,0.203743973,0.319339322,0.01707579,0.090302093,0.16118099,0.022044834,0.847986879,0.689240647,0.689449952,0.21761069,6300000000,0.000407805,0.264037889,0.378171454,0.007389681,0.002059921,0.627352365,0.011457336,0.164797291,0.835202709,0.005490749,0.380277264,0.006023935,0.090307294,0.160168916,0.407139115,0.059970015,0.001412151,0.004475337,1910000000,0.000171725,0.022419355,0.010801522,0.389724339,0.007798633,0.780693384,0.186401585,0.57734227,0.069568481,0.002278936,0.002542049,0.14506162,0.342268017,0.278784498,0.013546952,0.838217115,0.734721051,0.334792844,0.001682634,0.923377543,0.002022283,0.019693368,0.000391427,0.000125483,0.59396727,0.000125559,0.671565528,0.174530715,0.838217115,0.334792844,0.112992878,0.638076295,0.458521747,0.573188421,0.313548141,0.03919128,0,0.771996375,0.006000143,0.621979199,0.597521906,0.837543863,0.283088059,0.026462941,0.562888341,1,0.021746593
0,0.434456199,0.49051461,0.484447776,0.585205898,0.585205898,0.998682415,0.797014004,0.808966379,0.303467727,0.781229202,0.000151946,0,0.443201396,0.000139014,0,0.184020901,0.184020901,0.184020901,0.200151272,0.309117918,0.009573937,0.082810846,0.15733976,0.021675706,0.848003901,0.689224604,0.689224604,0.21756919,582000000,0.00041836,0.263778353,0.367991133,0.006287656,0.003985093,0.630592047,0.004831341,0.102185809,0.897814191,0.005018782,0.370752187,0.005365848,0.082775579,0.156307971,0.394510887,0.04197901,0.001304617,0.004848495,19100000,3780000000,0.015806452,0.010246317,0.382431424,0.035417273,0.752039383,0.105959286,0.101511754,0.010043723,0.006425976,0.001692598,0.031078967,0.324843501,0.27697486,0,0.277715121,0.7320114,0.32743459,0,0.923215214,0.001795933,0.009689373,8770000000,979000000,0.593918255,247000000,0.671544588,0.613738131,0.277715121,0.32743459,0.110933234,0.628335925,0.455681622,0.511591379,0.312484015,0.045796142,0,0.771309423,0.007296188,0.623781158,0.58520555,0.838293625,0.278283206,0.026785044,0.565129078,1,0.037107175
0,0.492224443,0.545791539,0.541142459,0.600174404,0.600174404,0.999002596,0.797399974,0.809328588,0.303472561,0.781587378,7170000000,0,0.462528203,0.000565057,0,0.176309469,0.176309469,0.176309469,0.216696606,0.319091745,0.021885445,0.099503298,0.171499586,0.022162852,0.848306752,0.689793687,0.689793687,0.217752474,6610000000,0.00044309,0.264036335,0.378730301,0.005878297,0.003880911,0.633142012,0.005394906,0.109713698,0.890286302,0.005126179,0.375920131,0.005365848,0.09930464,0.170462258,0.39856087,0.112443778,0.001186938,0.00532583,0.000142158,0.000122553,0.028064516,0.026970022,0.39570566,0.027929323,0.749603689,0.24812817,0.325445813,0.025465861,0.004385938,0.001314236,0.102569605,0.343680329,0.262837081,0.004209488,0.880819541,0.731855323,0.330484068,0.00413839,0.932700387,0.002282098,0.013110115,0.000109217,8610000000,0.593913693,2470000000,0.671570396,0.465654247,0.880819541,0.330484068,0.112971702,0.640393742,0.458691374,0.575432926,0.314190007,0.048845882,0,0.799948085,0.002454591,0.622775012,0.600169953,0.84033523,0.278691342,0.028723303,0.568415705,1,0.034371836
0,0.509335543,0.573593546,0.55458001,0.627999827,0.627999827,0.999131316,0.797571239,0.809447849,0.303502531,0.781701484,0.000389348,0,0.465304513,0,0.219050511,0.181239729,0.181239729,0.181239729,0.227191075,0.322770036,0.02090234,0.111798713,0.184303683,0.022098422,0.848049157,0.689423205,0.689423205,0.217597201,7100000000,0.00044863,0.264015355,0.380844603,0.014209004,0.008879121,0.630617046,0.004387237,0.095806754,0.904193246,0.005579486,0.369637181,0.005365848,0.111803215,0.183349672,0.401379647,0.109445277,0.000740568,0.008544213,3900000000,0.000246618,0.025806452,0.012708018,0.399165555,0.00672293,0.867361103,0.586355703,0.741747358,0.042336011,0.010858195,0.002277424,0.098381625,0.351998198,0.277186148,0.009002599,0.963670051,0.739066332,0.330023362,0,0.942366688,0.00231026,0.051391268,0.000284471,0.000228544,0.594031847,439000000,0.67157874,0.222339568,0.963670051,0.330023362,0.110933234,0.650959707,0.46137731,0.600311396,0.315675906,0.02063347,0,0.8201135,0.000703273,0.623894309,0.627996747,0.841699417,0.277961066,0.026792358,0.565164118,1,0.039746883
0,0.580704919,0.631323594,0.616949515,0.607878465,0.607878465,0.999110286,0.797619105,0.809485866,0.30363039,0.781755519,8750000000,4350000000,0.455360123,0.000269027,0.207207207,0.199738738,0.199738738,0.199738738,0.261699915,0.307208036,0.055583284,0.133946747,0.217895609,0.022143746,0.848103518,0.689478085,0.689478085,0.217602205,0.000104492,0.000508046,0.264357259,0.361145263,0.014322576,0.009466779,0.630728689,0.008183551,0.139825256,0.860174744,0.007097696,0.375042218,0.005365848,0.133958669,0.216876555,0.402104437,0.196401799,0.001726639,0.003664123,0.000100313,0.001067418,0.046290323,0.026517633,0.405158183,0.003312558,0.839656004,0.400594829,0.560979104,0.055286279,0.009897554,0.003951108,0.073935468,0.33152046,0.277247458,0.011773778,0.496246332,0.738889972,0.329877361,0.008940846,0.948643456,0.002581181,0.023316928,0.000130248,9500000000,0.593971772,3670000000,0.671581848,0.082085409,0.496246332,0.329877361,0.119889717,0.661537295,0.462660604,0.523181627,0.317853142,0.020471492,0,0.84390054,0.003030977,0.624040544,0.607877484,0.844248866,0.280714233,0.026820469,0.56529439,1,0.02627746
0,0.525374153,0.570976886,0.563359923,0.611481861,0.611467447,0.999109709,0.7975112,0.809393036,0.303442832,0.781656712,0.000145702,749000000,0.463863516,0.00039604,0.304585484,0.185832877,0.185832877,0.185832877,0.227947433,0.321107731,0.032790356,0.117987135,0.185433456,0.022108015,0.848072073,0.689346627,0.689346627,0.217586698,7810000000,0.00045125,0.263834301,0.376513543,0.011646142,0.008375058,0.630845468,0.004811279,0.101913716,0.898086284,0.006287326,0.372625441,0.005577289,0.117958865,0.184450645,0.400228825,0.15892054,0.00151157,0.004184154,8710000000,0.000595364,0.033548387,0.018257127,0.400997264,0.003886575,0.827907086,0.441505988,0.584772478,0.123721143,0.008517484,0.006933823,0.094412805,0.34714225,0.277261524,0.008430552,0.870442465,0.736798866,0.329983478,0.002153164,0.941597753,0.00234069,0.03205384,0.000153357,0.000118461,0.593969815,9140000000,0.671580223,0.125748126,0.870442465,0.329983478,0.112745884,0.656811465,0.46270142,0.586256767,0.316544115,0.025123414,0,0.816730417,0.001505597,0.623914366,0.611477081,0.841511483,0.278268395,0.026844197,0.565399215,1,0.037218138
0,0.508945547,0.566997383,0.551689063,0.603986797,0.603900316,0.999035296,0.797529322,0.80940931,0.303630148,0.781673554,9860000000,165000000,0.461605563,0.00040004,0.273813139,0.17913278,0.17913278,0.17913278,0.229838328,0.318349013,0.031716503,0.106261705,0.186939821,0.022162077,0.848730325,0.691055809,0.691055809,0.219486196,8370000000,0.000482967,0.264383679,0.377566037,0.007885155,0.006454253,0.631266353,0.013686063,0.177736796,0.822263204,0.005615832,0.377823581,0.005365848,0.106225675,0.186019154,0.404813357,0.107946027,0.00071622,0.008838812,9310000000,0.000365388,0.037258065,0.017202532,0.396214468,0.006025867,0.796949351,0.603254919,0.706300261,0.053088743,0.006549879,0.001691477,0.166434568,0.341241524,0.277353724,0.003802491,0.894116925,0.736696598,0.337125788,0.001579209,0.936892955,0.002402031,0.016349157,0.000289284,0.000251635,0.593964271,5880000000,0.671577412,0.138038797,0.894116925,0.337125788,0.113546831,0.648905807,0.460135579,0.567973475,0.315955087,0.036802854,0,0.812420374,0.002910911,0.623860772,0.60398555,0.841942414,0.28470479,0.026962977,0.565863092,1,0.019889301
1,0.468142154,0.54944396,0.517640131,0.602055377,0.60224996,0.998984455,0.797405784,0.809374287,0.303520901,0.781360711,0.000123153,543000000,0.461377419,0.000776078,0,0.171969154,0.171969154,0.171969154,0.205729413,0.317535545,0.009604187,0.096246234,0.170821722,0.022307386,0.848222063,0.689822714,0.689822714,0.217601787,5980000000,0.000451425,0.264367361,0.376196863,0.007475796,0.00090644,0.634209463,0.01318998,0.175076337,0.824923663,0.005263942,0.382349586,0.007360827,0.096243099,0.169836362,0.407490123,0.034482759,0.001953882,0.003236315,97400000,5900000000,0.018225806,0.024349691,0.393873951,0.053649737,0.775060563,0.056567238,0.446867973,0.00736936,0.000884934,0.000350569,0.111313696,0.340631536,0.279164811,0.01736721,0.602444245,0.734388959,0.333346219,0.013141005,0.932464314,0.002271198,0.016018493,0.000527508,6690000000,0.59398829,2290000000,0.6715684,0.30995485,0.602444245,0.333346219,0.124472745,0.641303149,0.459036675,0.564481345,0.31419658,0.038753246,0,0.799813909,0.074960509,0.679654212,0.602055075,0.840477245,0.28434491,0.03427651,0.569573877,1,0.020248959
0,0.500219373,0.554459224,0.547192034,0.608274838,0.608332493,0.999034718,0.797445765,0.809359965,0.303485371,0.781617694,0.000170564,9030000000,0.45972002,0.000612061,0.141613524,0.189625385,0.189625385,0.189625385,0.220194762,0.313680413,0.024108777,0.103493201,0.176319952,0.022128369,0.848012206,0.689323256,0.689323256,0.217582636,0.000107252,0.000661042,0.263922885,0.371400097,0.008230864,0.005469209,0.632043397,0.006545746,0.123409015,0.876590985,0.005132769,0.374334296,0.005365848,0.103506115,0.174662544,0.402030752,0.109445277,0.000681728,0.009285406,8410000000,0.000124066,0.030806452,0.006057312,0.393421677,0.007016221,0.788344431,0.386244309,0.507539959,0.095306293,0.006088573,0.004387157,0.115051055,0.336235735,0.277472875,0.005884946,0.881555798,0.734597177,0.33138855,0.002176854,0.934330997,0.002292855,0.021459518,0.000222543,0.000172623,0.593958398,0.0001142,0.671604539,0.421545327,0.881555798,0.33138855,0.112723206,0.677740148,0.466421122,0.54682766,0.320137685,0.035300019,0,0.80384991,0.002150799,0.623741212,0.608275195,0.840668723,0.279526519,0.027344443,0.566889977,1,0.030210776
0,0.571296251,0.616550371,0.608865571,0.611359345,0.611359345,0.999158007,0.797639441,0.809492246,0.303565857,0.7817638,9560000000,1780000000,0.464395293,0.000562056,0.243344468,0.190763137,0.190763137,0.190763137,0.25148908,0.326165382,0.041729056,0.133621041,0.208932741,0.022190112,0.848180278,0.68981954,0.68981954,0.217641504,9180000000,0.000514509,0.264745009,0.384877613,0.008456136,0.002849703,0.630839304,0.008443447,0.142122925,0.857877075,0.005299482,0.372645571,0.005365848,0.133575977,0.207970741,0.40320033,0.157421289,0.001168677,0.005412929,913000000,0.000288226,0.040967742,0.019023839,0.404445852,0.008748877,0.800715273,0.431843109,0.630893112,0.03369418,0.005612507,0.001284162,0.139058542,0.349063859,0.277567812,0.007695385,0.929712051,0.735901952,0.333232753,4790000000,0.945605537,0.002663129,0.016466796,0.000179057,0.00012438,0.593952876,2660000000,0.671571677,0.254069794,0.929712051,0.333232753,0.110987915,0.641912807,0.459092421,0.603333457,0.314384035,0.034383613,0,0.837717437,0.0012513,0.623644601,0.611356606,0.843760797,0.280902493,0.026847038,0.565411465,1,0.025791898
0,0.58172866,0.631214566,0.620429359,0.617326569,0.617326569,0.999249636,0.797721062,0.809562292,0.30351655,0.781832993,9960000000,2330000000,0.492997157,0.002286229,0.206194959,0.19021533,0.19021533,0.19021533,0.243830954,0.335608686,0.024592767,0.128328312,0.200120509,0.022113198,0.848068744,0.68947191,0.68947191,0.217600894,7330000000,0.000482318,0.264243809,0.397153608,0.025911932,0.022063989,0.630612594,0.001561203,0.042990598,0.957009402,0.006139329,0.369637181,0.005365848,0.128299705,0.1991705,0.396957221,0.140929535,0.00102665,0.006164369,0.00016203,0.000394135,0.027096774,0.018803519,0.41004274,0.005952883,0.881503768,0.561753815,0.620891667,0.448352833,0.022594889,0.051952424,0.045417255,0.430450249,0.277061475,0.008911145,0.945292394,0.738270319,0.327583135,0,0.954629222,0.0027259,0.019278977,0.000181351,0.000168895,0.594017372,0.000363959,0.671654145,0.170153823,0.945292394,0.327583135,0.110933234,0.773373093,0.531470982,0.698397504,0.328857204,0.011287021,0,0.851935699,0.001350267,0.624850578,0.617321884,0.843087812,0.275911539,0.026791208,0.565158638,1,0.088917189
0,0.613562131,0.665013083,0.654853044,0.605730841,0.605730841,0.999022124,0.797579402,0.809463603,0.303745197,0.781734045,0.000141308,576000000,0.47110373,0.000371037,0.166514829,0.205553917,0.205553917,0.205553917,0.277299801,0.342010328,0.083125369,0.11904568,0.229569933,0.022205061,0.848178819,0.689646995,0.689646995,0.217621949,0.000114374,0.000514534,0.265109448,0.394191722,0.00877938,0.00759089,0.630635197,0.006760959,0.125767149,0.874232851,0.006029846,0.370528515,0.005864288,0.119033661,0.228700701,0.400707106,0.305847076,0.001641423,0.003853691,0.000459913,0.001037915,0.061129032,0.017090904,0.395434296,0.002169451,0.795319222,0.481826714,0.516322972,0.024365531,0.007967666,0.001173636,0.109928628,0.364839821,0.277142232,0.002450534,0.826323416,0.735134807,0.331224653,0.00040349,0.953716562,0.002481233,0.043099863,736000000,7350000000,0.593933575,1070000000,0.67157356,0.125918988,0.826323416,0.331224653,0.11127526,0.646644162,0.460023437,0.663555495,0.315168886,0.033150385,0,0.85935799,0.002682782,0.623824457,0.605728511,0.845151256,0.279682171,0.026796779,0.565185063,1,0.029588928
